score,content,date,app,platform,keyword1,keyword2,keyword3,privacy-related
1,"my experience- this service is filled with automated responses and very little unique responses from a live therapist. pour your heart out and get a one minute voicemail that is confusing and leaves you wondering if they meant that message for another patient.

change your therapist? sure! tried that. no response for days then a long message (longest one my therapist ever wrote by far) that did not sound like her asking me why and to help her understand why the change so she could be better in the future. are you kidding me?!?!

i also had issues where i somehow set up my account with an employers email i was leaving. i was horrified to realize my mistake and even more horrified when i realized there was no way to change it myself through the app or online. i contacted support. no response for days. the unsubscribe button on the bottom of their emails was a broken link. panicking as my last day approached and i would not have access to that address not to mention emails regarding my mental health were going to a non private address, i posted in my Ã£Â¢Ã¢ÂÃ¢Âtherapy roomÃ£Â¢Ã¢ÂÃ¢Â for help. finally got a response after contacting my cc company and reporting the service as a fraud but even then it took me replying several times unsubscribe and please stop emailing me here for them to actually stop and switch to my personal address. they just have so many automated messages they donÃ£Â¢Ã¢ÂÃ¢Ât seem to have control over when and where those messages get sent. 

i was really hoping this would work for me. it did not. it was a horrible service and i never want to hear from them again. i did not respond to the last automated message they sent and that seems to have stopped their bot. i can only hope.",11/2/2018 9:39,talkspace,apple,private,,,1
1,why want to collect my private information?,8/28/2018 6:04,calm,google,private,,,1
1,i didn't like having to give all my private info including my e mail.,1/14/2021 2:00,headspace,google,private,,,1
1,do not download. reqires private details for payment after 7 or 14 days trial. a trial without a noose around your neck helps to meditate peacefully. i have uninstalled. experience proves that you battle to find where in the google is the button to stop the subscription. how many of 10 million have removed the app the moment banking info was reqested? think of these lost oppurtunies for headspace!Ã£Â°Ã¢ÂÃ¢ÂÃ¢Â,1/11/2020 12:24,headspace,google,private,,,1
1,stalker app!! this app while i was reading the private policy of this app it said if you have a family plan we now your home address,10/17/2019 21:50,headspace,google,private,,,1
1,asking too many private questions and asking to sign up before continuing using the app. not good,5/31/2019 13:23,headspace,google,private,,,1
1,"uninstalled. even before i start and try to open this app after installation, it's asking to sign up, give details, email id... etc... why would i give you my private details just to use some app? uninstalled this app immediately.",12/3/2018 20:58,headspace,google,private,,,1
1,"patient, doctor confidentiality breeched. your private chat is accessed by 3rd party without your permission. therapists are not up to par",6/6/2016 7:38,talkspace,google,private,,,1
1,i don't like this game cuz like you have to put your real name your address to and stuff and it is work,1/11/2021 5:01,headspace,google,real name,,,1
1,"to be perfectly frank, i shouldn't have to sign up for an app and provide personal data to get basic questions about the service answered. i find it alarming that i have no way to verify that they accept my insurance, look at the qualifications and backgrounds of therapists, and am not guaranteed any security of my personal information. completely unprofessional and starting from a place of betraying patient trust. i wouldn't touch this with a 10,000 ft pole.",1/18/2019 7:30,talkspace,google,security,personal info,,1
2,i love an app that doesn't require intrusive permissions! you shouldn't need access to any info on my phone that affects my security.,1/25/2017 7:44,headspace,google,security,,,1
1,"after being a subscriber for years it appears my account was hacked.  i have tried for week to get this resolved.  i have exchanged emails with magdalena and edyta to no available.  i have provided my email and phone number and have yet to reach a resolution.  

at this point i couldnÃ£Â¢Ã¢ÂÃ¢Ât care less about the app, i am concerned with the security i my financial information.  having worked in international finance for decades i am stunned that an app i loved is associated with such apathetic customer service.

i have lost all respect for the headspace organization and once i secure my financial information will no longer use the app.",8/14/2019 2:44,headspace,apple,security,,,1
1,"the charged my daughterÃ£Â¢Ã¢ÂÃ¢Âs subscription twice, a total of $170. this happened because the app failed to upgrade to the paid version after the first purchase. then they had some sort of security update which logged her out and we cannot log back in. password reset link shows Ã£Â¢Ã¢ÂÃ¢Âwe are having an issue with our serversÃ£Â¢Ã¢ÂÃ¢Â all the time. we contacted the customer service and they take forever to reply and not helpful. even after sending the screenshots as proof, they keep saying there is no account link to her email and then just closed my ticket. the whole thing took 10 days and we still donÃ£Â¢Ã¢ÂÃ¢Ât have any access.  there is no other way to contact them except for this unhelpful/ unresponsive email agent. given the price they should do better. we still havenÃ£Â¢Ã¢ÂÃ¢Ât gotten the money back although we canÃ£Â¢Ã¢ÂÃ¢Ât use it. our double subscription runs until sep 15 2020. :( this is the most frustrating experience i have had with an app and definitely not good for your zen",11/11/2019 15:38,headspace,apple,security,,,1
1,"this app tracked me even after i uninstalled it. very creepy. if you don't know what i mean, read the naked security article, are your jilted apps stalking you.",10/25/2018 19:18,headspace,google,security,,,1
1,"this is a confusing go-around-in-circles app. how appropriate for the subject. don't download it. now i'm getting spam calls trying to get my social security number. thanks for that, a-holes",2/11/2021 11:21,talkspace,google,security,,,1
1,"this is a confusing go-around-in-circles app. how appropriate for the subject. don't download it. now i'm getting spam calls trying to get my social security number. thanks for that, a-holes",2/11/2021 11:21,talkspace,google,social security,security,,1
2,"the most recent update is horrific - it has made the ui far too cluttered and much more difficult to use, it has erased user data and stats, and worst of all it has deleted the google fit syncing - which means that those of us who use headspace with vitality health are unable to record points on vitality for using headspace. please, please roll back the updates - the previous version of the app was infinitely better.",7/10/2020 0:49,headspace,google,user data,,,1
1,this app should be free as you take user information data and then sell it to other. the fact that the app is having subscription and still selling user data disgust me. don't waste your data and money for this app,11/30/2020 1:38,calm,google,user data,,,1
1,app need a account to collect user data,9/6/2020 22:13,calm,google,user data,,,1
2,can't seem to cancel my subscription. i keep seeing charges on my bank statement even though i have emailed several times asking them to cancel my subscription to the app/service.,12/13/2015 12:28,happify,google,bank statement,,,0
1,"i have free trial for the calm - medit. after the free trial, i cancelled the subscription. and i have received the email that the calm subscription was cancelled. but i received my bank statement that showed deducted the amount of the subscription of the calm medit. i been email many times for refund. and it's confirmed that the subscription was been cancelled and why that i been charged for it. the google given me the answer that no refund on their policy.",6/14/2021 14:24,calm,google,bank statement,,,0
